"vOTU_names","pVal","phase","peak.shape","period","p.adj"
"T64_S__k141_883965||full",0.000153042633344328,16,8,24,0.0191512884950881
"T88_D__k141_562158||full",0.00191382773041847,8,20,24,0.0394353515457819
"T40_S__k141_1028630||full",0.00198043451364939,8,16,24,0.0395276058629358
"T72_S__k141_146273||full",0.000965426510700262,20,4,24,0.0303201524385164
"T76_S__k141_156134||full",0.00156574588454735,16,8,24,0.0356028964133435
"T32_S__k141_769643||full",0.000533439665571484,12,12,24,0.0249973341659219
"T36_S__k141_1279911||full",0.0005798807697326,12,12,24,0.0261475474083895
"T88_D__k141_880977||full",0.00195833645163309,16,12,24,0.0395276058629358
"T112_S__k141_1025710||full",0.000359684434981709,8,16,24,0.0222849259507213
"T100_S__k141_707353||full",0.00116344065420643,16,8,24,0.0318980288616093
"T80_S__k141_250244||full",0.00217886606148302,12,12,24,0.0417881050757103
"T104_S__k141_53035||full",0.00257809152338086,12,12,24,0.0450240953098767
"T52_D__k141_618716||full",0.00014466187505163,16,12,24,0.0188324873252697
"T104_S__k141_354646||full",0.00116344065420643,16,8,24,0.0318980288616093
"T4_D_k141_270380||full",0.000629232320949202,16,8,24,0.0263252837660094
"T0_S__k141_32713||full",0.00262929404381185,12,12,24,0.0455080242865334
"T96_S__k141_194345||full",0.000884786567861636,8,16,24,0.029098199262576
"T36_S__k141_867845||full",0.00193234923656654,16,8,24,0.0394353515457819
"T80_S__k141_1132974||full",0.00129040817466925,16,8,24,0.0340740932840144
"T100_S__k141_205998||full",0.000697762967576348,12,12,24,0.0270763341296373
"T104_S__k141_673685||full",0.000811054353873167,8,16,24,0.0287567945992524
"T72_S__k141_441296||full",0.000410654970440841,12,12,24,0.0232598817643381
"T32_S__k141_343320||full",0.0020235946375495,12,12,24,0.0399994453498969
"T12_S__k141_40131||full",0.00274880740943967,8,20,24,0.046856474911772
"T100_S__k141_61538||full",0.000460639832149528,8,16,24,0.0242683243402119
"T32_S__k141_1075293||full",0.00257809152338086,12,12,24,0.0450240953098767
"T100_D__k141_128117||full",0.000845596694173906,16,16,24,0.0287567945992524
"T56_S__k141_961992||full",0.000231178326212715,12,12,24,0.0203925391290152
"T56_S__k141_237817||full",0.000410654970440841,16,12,24,0.0232598817643381
"T80_S__k141_696734||full",0.000847920460867402,8,16,24,0.0287567945992524
"T104_S__k141_727241||full",0.00129683637539079,8,16,24,0.0340951096565825
"T92_S__k141_206337||full_1",0.0031971038072334,20,16,24,0.0499933300538261
"T16_D__k141_1325435||full",0.000182639829104793,12,20,24,0.0192714701447238
"T48_S__k141_476825||full",0.000847920460867402,8,16,24,0.0287567945992524
"T92_S__k141_93388||full",0.00113304791203059,12,12,24,0.0318980288616093
"T72_S__k141_18273||full",0.00302328272917257,8,16,24,0.0490444918765397
"T32_S__k141_303117||full",0.00230636112641659,12,12,24,0.0432246349187704
"T60_S__k141_745248||full",0.00113539781170669,12,12,24,0.0318980288616093
"T80_S__k141_845835||full",0.0026918475986769,16,8,24,0.0460957834875117
"T112_S__k141_246084||full",0.0013955259351527,8,16,24,0.0349083316051522
"T28_S__k141_766314||full",0.000450060739282848,24,12,24,0.0242683243402119
"T36_S__k141_794223||full",0.00111496396028117,16,8,24,0.0318298907622438
"T88_S_k141_8744||full",0.00152239192925749,8,16,24,0.0349083316051522
"T52_S_k141_501598||full",0.00108603268945857,24,12,24,0.0317983017443167
"T16_S__k141_1117732||full",8.31482968174481e-07,8,16,24,0.00366064156206852
"T76_S__k141_259253||full",0.00256246309645412,8,16,24,0.0450240953098767
"T4_S__k141_35732||full",0.00106687933114297,8,16,24,0.0317983017443167
"T32_S__k141_601777||full",0.000821309940881683,16,8,24,0.0287567945992524
"T104_S__k141_120048||full",0.00262929404381185,16,8,24,0.0455080242865334
"T0_S__k141_715886||full",0.00286882129410629,16,12,24,0.0482515468754398
"T8_S__k141_967248||full",0.00108603268945857,12,12,24,0.0317983017443167
"T68_S__k141_382039||full",0.000204344956242452,12,12,24,0.0197447434681597
"T60_S__k141_644||full",0.00248090437031281,24,12,24,0.0441872882844828
"T96_S__k141_285120||full",0.000821309940881683,16,8,24,0.0287567945992524
"T32_S__k141_1037254||full",0.000849575329416231,20,4,24,0.0287567945992524
"T92_S__k141_898328||full",8.99007998416042e-05,12,12,24,0.0163397069061258
"T28_S__k141_504791||full",0.000331256382747241,24,12,24,0.0220661404452316
"T36_S__k141_781417||full",0.00144048621378356,16,8,24,0.0349083316051522
"T12_S__k141_842569||full",0.000688928189200835,20,4,24,0.0269904407936177
"T72_S__k141_580110||full",0.00153757408427773,12,12,24,0.0351731874130382
"T84_S__k141_988493||full",0.00221432685799376,8,16,24,0.0422352977861056
"T16_D__k141_1420481||full",0.000543016344729286,16,8,24,0.0249973341659219
"T8_S__k141_1105176||full",0.00137785637840167,16,8,24,0.0349083316051522
"T52_S_k141_512689||full",0.00218570393484707,8,16,24,0.0417881050757103
"T48_S__k141_827120||full",0.00116344065420643,16,8,24,0.0318980288616093
"T40_S__k141_22095||full",0.000884786567861636,8,16,24,0.029098199262576
"T48_S__k141_809164||full",0.00302806291217589,12,12,24,0.0490444918765397
"T36_S__k141_199637||full",0.00014466187505163,16,12,24,0.0188324873252697
"T4_S__k141_937412||full",0.000450060739282848,12,12,24,0.0242683243402119
"T4_D_k141_582093||full",0.00148270430510936,20,8,24,0.0349083316051522
"T24_S__k141_1006940||full",0.00152239192925749,8,16,24,0.0349083316051522
"T84_S__k141_1099297||full",0.000907699152089304,12,12,24,0.029285845794391
"T104_S__k141_208041||full",0.00114346981654428,16,12,24,0.0318980288616093
"T4_S__k141_1264344||full",0.000640900090033144,8,16,24,0.0263252837660094
"T100_S__k141_683646||full",0.000947411391292494,16,8,24,0.0299388585833509
"T112_S__k141_878344||full",0.00020536770963099,16,8,24,0.0197447434681597
"T112_S__k141_95262||full",0.00143879233478458,12,12,24,0.0349083316051522
"T84_S__k141_329484||full",0.00144048621378356,16,8,24,0.0349083316051522
"T32_S__k141_854673||full",0.00302328272917257,8,16,24,0.0490444918765397
"T40_D__k141_573340||full",2.57465404426897e-06,16,12,24,0.0062573341682526
"T48_S__k141_101538||full",0.000947411391292494,8,16,24,0.0299388585833509
"T88_S_k141_235596||full",0.0026918475986769,16,8,24,0.0460957834875117
"T84_S__k141_1313741||full",0.000266986789239105,8,16,24,0.0206678603286038
"T48_S__k141_200393||full",0.000501329654198568,16,8,24,0.0243358535905498
"T68_S__k141_776027||full",0.00218570393484707,8,16,24,0.0417881050757103
"T84_S__k141_24511||full",0.00316070467140768,8,16,24,0.0494560923511894
"T24_S__k141_377358||full",0.000821309940881683,16,8,24,0.0287567945992524
"T32_S__k141_419484||full",0.000479597444928193,16,8,24,0.0242683243402119
"T96_S__k141_285081||full",0.00288528746104664,16,8,24,0.0482515468754398
"T40_D__k141_374519||full",0.000479532712711673,16,8,24,0.0242683243402119
"T52_D__k141_540672||full",0.00150056416750155,16,12,24,0.0349083316051522
"T56_S__k141_490075||full",0.0019309386686339,12,12,24,0.0394353515457819
"T28_S__k141_1032992||full",0.00248090437031281,24,12,24,0.0441872882844828
"T32_S__k141_250112||full",0.00020536770963099,16,8,24,0.0197447434681597
"T24_S__k141_1049385||full",0.000316199274440549,12,12,24,0.0219379361484287
"T60_S__k141_203085||full",0.00071939616739229,8,16,24,0.0275078337386082
"T12_S__k141_488277||full",0.000150580745929486,8,16,24,0.019139958960297
"T52_S_k141_720403||full",4.36357838224307e-05,16,12,24,0.0149793527543917
"T48_S__k141_631903||full",0.00139378221932277,16,8,24,0.0349083316051522
"T56_S__k141_156153||full",0.000486205278826232,12,12,24,0.0243358535905498
"T16_S__k141_269515||full",2.86703707816069e-05,8,16,24,0.0139876047649868
"T4_S__k141_860313||full",0.00106687933114297,8,16,24,0.0317983017443167
"T40_S__k141_996725||full",0.00173288019944322,8,16,24,0.0379213385895328
"T108_S__k141_708946||full",0.000720243106891782,12,12,24,0.0275078337386082
"T16_S__k141_684245||full",0.000907699152089304,16,8,24,0.029285845794391
"T108_S__k141_322534||full",0.000686435259217311,16,8,24,0.0269904407936177
"T112_S__k141_425476||full",0.000407393989381523,8,16,24,0.0232598817643381
"T112_S__k141_715972||full",0.00108603268945857,12,12,24,0.0317983017443167
"T36_S__k141_34316||full",4.44082321462193e-05,16,8,24,0.0149793527543917
"T44_S__k141_1026868||full",0.0015041919863657,24,12,24,0.0349083316051522
"T68_S__k141_983981||full",5.45106915417262e-05,8,16,24,0.0155284927646042
"T60_S__k141_337552||full",0.00150311604916546,16,8,24,0.0349083316051522
"T36_S__k141_617161||full",0.00215320770748294,24,12,24,0.0415937546302289
"T80_S__k141_232038||full",0.00144264373052332,12,12,24,0.0349083316051522
"T100_S__k141_782660||full",0.00161489985863488,16,8,24,0.0360398020064377
"T4_S__k141_1013678||full",0.00256246309645412,8,16,24,0.0450240953098767
"T64_D__k141_703186||full",0.00111496396028117,16,8,24,0.0318298907622438
"T28_S__k141_1051546||full",0.00135322056562517,8,16,24,0.0349083316051522
"T20_S__k141_778993||full",0.000261325890280536,12,12,24,0.0206678603286038
"T56_S__k141_987917||full",0.00289640800295085,8,16,24,0.0482515468754398
"T8_S__k141_137967||full",0.00108603268945857,12,12,24,0.0317983017443167
"T68_S__k141_917503||full",0.00314758632114179,16,8,24,0.0494560923511894
"T68_S__k141_459493||full",0.00208413275446202,12,12,24,0.0406941832701145
"T76_S__k141_515877||full",0.00103666756721046,12,12,24,0.0316742819841438
"T108_S__k141_404243||full",0.000629232320949202,16,8,24,0.0263252837660094
"T104_S__k141_626434||full",0.00316070467140768,8,16,24,0.0494560923511894
"T52_D__k141_839965||full",0.00156574588454735,16,8,24,0.0356028964133435
"T12_S__k141_352943||full",0.00156959163794681,12,12,24,0.0356028964133435
"T44_S__k141_261732||full",0.0013955259351527,8,16,24,0.0349083316051522
"T4_S__k141_357078||full",0.000895974480961836,16,8,24,0.0291993621561371
"T4_D_k141_777082||full",0.000543016344729286,8,16,24,0.0249973341659219
"T16_D__k141_176848||full",1.20090107742658e-05,16,12,24,0.0114210923296818
"T56_S__k141_896526||full",0.00151164136458628,16,8,24,0.0349083316051522
"T16_S__k141_149875||full",0.00236910017970032,16,8,24,0.0437069651438199
"T104_S__k141_773682||full",0.00218570393484707,8,16,24,0.0417881050757103
"T4_D_k141_716631||full",0.000175855166927301,12,12,24,0.0191808874413408
"T28_S__k141_281323||full",0.000359684434981709,8,16,24,0.0222849259507213
"T68_S__k141_376523||full",0.0019809510908843,24,12,24,0.0395276058629358
"T12_S__k141_811683||full",0.0013719826366754,8,16,24,0.0349083316051522
"T88_S_k141_969700||full",0.00182826586678763,12,12,24,0.0391766634499077
"T60_S__k141_199058||full",3.71568341865253e-05,8,16,24,0.0148127833993042
"T76_S__k141_151253||full",0.00316070467140768,8,16,24,0.0494560923511894
"T28_S__k141_350345||full",0.000344045981286852,8,16,24,0.0222849259507213
"T92_S__k141_1110403||full",0.000907699152089304,12,12,24,0.029285845794391
"T100_D__k141_248145||full_1",0.000905842103547456,16,12,24,0.029285845794391
"T80_S__k141_991257||full",0.00185183468504293,16,8,24,0.039333618476868
"T76_S__k141_207855||full",0.000329506792853201,8,20,24,0.0220661404452316
"T76_S__k141_222250||full",0.000153042633344328,16,8,24,0.0191512884950881
"T108_S__k141_71138||full",0.000359684434981709,8,16,24,0.0222849259507213
"T28_S__k141_1020229||full",0.00185183468504293,16,8,24,0.039333618476868
"T24_S__k141_679539||full",0.00241424169061188,12,12,24,0.0441872882844828
"T32_S__k141_1006799||full",0.000990475545442152,16,8,24,0.0307282189075417
"T0_S__k141_964779||full",1.28433353654917e-05,8,16,24,0.0117354159449063
"T76_D__k141_183883||full",0.00164105125405375,20,8,24,0.0365392322442829
"T36_S__k141_92089||full",0.00113539781170669,12,12,24,0.0318980288616093
"T104_S__k141_619710||full",0.000752095993182849,8,16,24,0.0283003144971709
"T112_S__k141_511223||full",0.00137785637840167,16,8,24,0.0349083316051522
"T40_S__k141_632479||full",0.000821309940881683,16,8,24,0.0287567945992524
"T12_S__k141_440865||full",0.00116344065420643,16,8,24,0.0318980288616093
"T84_S__k141_209451||full",0.000501329654198568,16,8,24,0.0243358535905498
"T16_D__k141_1032251||full",0.000907699152089304,12,12,24,0.029285845794391
"T52_S_k141_1004084||full",0.00189482278258499,12,12,24,0.0394135059394885
"T64_S__k141_240954||full",0.00111537384619492,8,16,24,0.0318298907622438
"T84_S__k141_1099714||full",0.00314758632114179,16,8,24,0.0494560923511894
"T100_S__k141_115511||full",0.00108603268945857,12,12,24,0.0317983017443167
"T92_S__k141_888598||full",0.00156574588454735,16,8,24,0.0356028964133435
"T32_S__k141_759416||full",0.0027829957309888,16,8,24,0.0472562823493428
"T108_S__k141_773405||full",0.00234892450508294,8,16,24,0.0437069651438199
"T96_S__k141_472227||full",0.00181539830417861,8,16,24,0.039039124811173
"T16_S__k141_828830||full",0.000657833790083256,16,8,24,0.0265258740933821
"T100_D__k141_608534||full",0.000657833790083256,16,8,24,0.0265258740933821
"T76_S__k141_28886||full",0.00226609582406118,16,8,24,0.0427845959328011
"T28_S__k141_1070575||full",0.000613034868727355,8,16,24,0.0263252837660094
"T8_S__k141_285178||full",0.00245569380076853,8,16,24,0.0441872882844828
"T32_S__k141_281331||full",0.00230636112641659,16,12,24,0.0432246349187704
"T52_S_k141_403655||full",0.000502516180526758,8,16,24,0.0243358535905498
"T52_D__k141_660060||full",0.00254197403408873,16,12,24,0.0450240953098767
"T80_S__k141_29836||full",0.00143879233478458,12,12,24,0.0349083316051522
"T88_S_k141_174683||full",9.5908391615419e-05,8,16,24,0.0166474967353101
"T32_S__k141_949784||full",0.00236910017970032,16,8,24,0.0437069651438199
"T20_S__k141_1076519||full",0.00116344065420643,16,8,24,0.0318980288616093
"T88_S_k141_192499||full",0.000460639832149528,8,16,24,0.0242683243402119
"T108_S__k141_965530||full",0.00177132013351933,16,8,24,0.0383981608890215
"T32_S__k141_1123968||full",0.00281420430770767,16,8,24,0.0475859937896881
"T28_S__k141_461594||full",0.000195497640324539,8,20,24,0.0197039485436387
"T52_D__k141_296174||full",0.00254197403408873,16,12,24,0.0450240953098767
"T8_S__k141_128359||full",0.00168830439766374,8,16,24,0.0370967356488473
"T84_S__k141_1094604||full",0.000640900090033144,8,16,24,0.0263252837660094
"T112_S__k141_607979||full",0.000231178326212715,24,12,24,0.0203925391290152
"T4_S__k141_977802||full",0.000396520615069871,16,8,24,0.0231841025452687
"T88_D__k141_682917||full",0.00151164136458628,12,12,24,0.0349083316051522
"T80_S__k141_604199||full",0.00209067332898416,16,8,24,0.0406941832701145
"T4_D_k141_71277||full",0.000214702605523308,16,8,24,0.0198898996663387
"T88_S_k141_729724||full",0.00226609582406118,16,8,24,0.0427845959328011
"T12_S__k141_1336771||full",0.00137785637840167,16,8,24,0.0349083316051522
"T44_S__k141_1076554||full",0.00265751830836549,16,12,24,0.0459308696065396
"T104_S__k141_467315||full",0.00195833645163309,16,12,24,0.0395276058629358
"T8_S__k141_97405||full",0.00275413803099907,16,8,24,0.0469308221552508
"T108_S__k141_79047||full",0.00316070467140768,8,16,24,0.0494560923511894
"T32_S__k141_932073||full",0.00108603268945857,12,12,24,0.0317983017443167
"T104_S__k141_598624||full",6.3488342602961e-06,8,16,24,0.00899469643934016
"T72_S__k141_235372||full",0.0013955259351527,8,16,24,0.0349083316051522
"T8_S__k141_656113||full",0.000363477230480715,16,8,24,0.0222849259507213
"T84_S__k141_1077967||full",0.00226609582406118,16,8,24,0.0427845959328011
"T8_S__k141_1351324||full",0.00230636112641659,12,12,24,0.0432246349187704
"T84_S__k141_1067316||full",0.000533439665571484,12,12,24,0.0249973341659219
"T112_S__k141_606075||full",0.000405527176936583,12,12,24,0.0232598817643381
"T76_S__k141_909755||full",0.00230636112641659,8,16,24,0.0432246349187704
"T24_S__k141_830776||full",0.00193234923656654,16,8,24,0.0394353515457819
"T64_S__k141_380275||full",2.6281173216473e-05,8,16,24,0.0139876047649868
"T8_S__k141_529303||full",5.45106915417262e-05,8,16,24,0.0155284927646042
"T16_D__k141_407529||full",0.0012404521851564,8,16,24,0.0328984766827789
"T60_S__k141_270345||full",0.000479532712711673,16,8,24,0.0242683243402119
"T92_S__k141_1230609||full",0.0015041919863657,12,12,24,0.0349083316051522
"T56_S__k141_615860||full",3.0362116569481e-05,12,12,24,0.0139876047649868
"T80_S__k141_98807||full",0.000668765311338932,8,16,24,0.0266340185012515
"T112_S__k141_857460||full",8.14008490392639e-06,16,8,24,0.00985520079318368
"T52_S_k141_225685||full",0.00185183468504293,16,8,24,0.039333618476868
"T28_S__k141_499233||full",0.000811054353873167,8,16,24,0.0287567945992524
"T84_S__k141_10331||full",0.000363477230480715,16,8,24,0.0222849259507213
"T52_S_k141_715161||full",0.00301643689109421,16,8,24,0.0490444918765397
"T12_S__k141_634247||full",0.000255378667967839,8,16,24,0.0206678603286038
"T16_D__k141_559843||full",0.00103666756721046,12,12,24,0.0316742819841438
"T84_S__k141_4809||full",0.00185183468504293,16,8,24,0.039333618476868
"T0_S__k141_543027||full",0.000172022990643426,12,12,24,0.0191808874413408
"T12_S__k141_134008||full",5.83049261300273e-05,16,8,24,0.0156932407447844
"T108_S__k141_861484||full",0.000657833790083256,16,8,24,0.0265258740933821
"T24_S__k141_993936||full",0.001897916408914,8,16,24,0.0394135059394885
"T8_S__k141_948026||full",0.000567698905853345,8,16,24,0.0257420623714099
"T12_S__k141_1384548||full",0.000346313491053934,24,12,24,0.0222849259507213
"T76_S__k141_640284||full",0.000782000310032779,8,20,24,0.0287567945992524
"T88_D__k141_570342||full",0.00314758632114179,16,8,24,0.0494560923511894
"T104_S__k141_156231||full",0.000607494139719867,12,12,24,0.0263252837660094
"T12_S__k141_1348109||full",0.00144264373052332,12,12,24,0.0349083316051522
"T52_S_k141_919704||full",0.00259367275078157,12,12,24,0.0450525050125
"T84_S__k141_84638||full",0.000688928189200835,12,12,24,0.0269904407936177
"T28_S__k141_1085711||full",0.00208413275446202,16,8,24,0.0406941832701145
"T80_S__k141_693489||full",2.10681261283306e-05,12,12,24,0.0139876047649868
"T76_S__k141_553227||full",0.00121236287629883,8,16,24,0.0326905954194876
"T4_S__k141_271694||full",0.00111537384619492,8,16,24,0.0318298907622438
"T20_S__k141_1141956||full",0.00306089705894361,16,8,24,0.0494560923511894
"T44_S__k141_820412||full",0.0012404521851564,16,8,24,0.0328984766827789
"T112_D__k141_633006||full",0.00100776090972419,12,12,24,0.0311845657099828
"T12_S__k141_985726||full",0.000629232320949202,16,8,24,0.0263252837660094
"T100_D__k141_225242||full",0.0013719826366754,8,16,24,0.0349083316051522
"T104_S__k141_641279||full",0.00181539830417861,8,16,24,0.039039124811173
"T108_S__k141_718117||full",0.00193234923656654,16,8,24,0.0394353515457819
"T44_S__k141_424857||full",0.00108603268945857,12,12,24,0.0317983017443167
"T88_S_k141_155735||full",0.000181738615240358,12,12,24,0.0192714701447238
"T8_S__k141_577265||full",0.00143879233478458,24,12,24,0.0349083316051522
"T72_S__k141_832367||full",0.0012404521851564,8,16,24,0.0328984766827789
"T80_S__k141_908180||full",0.00111496396028117,16,8,24,0.0318298907622438
"T20_S__k141_39137||full",0.00274880740943967,12,12,24,0.046856474911772
"T60_S__k141_497273||full",0.00103666756721046,12,12,24,0.0316742819841438
"T4_S__k141_264781||full",0.000629232320949202,16,8,24,0.0263252837660094
"T12_S__k141_138504||full",0.00193561226200387,12,12,24,0.0394353515457819
"T32_S__k141_539323||full",0.000379998922775293,16,8,24,0.022635409387653
"T24_S__k141_389744||full",0.00226609582406118,16,8,24,0.0427845959328011
"T4_S__k141_525946||full",0.00010047545788282,8,16,24,0.0171937295913399
"T100_S__k141_685451||full",0.000255378667967839,8,16,24,0.0206678603286038
"T88_S_k141_256748||full",5.83049261300273e-05,16,8,24,0.0156932407447844
"T92_S__k141_1254734||full",0.000858642210921759,16,8,24,0.0287567945992524
"T36_S__k141_109738||full",0.000567698905853345,8,16,24,0.0257420623714099
"T28_S__k141_632780||full",7.59379312419604e-05,8,16,24,0.0163397069061258
"T104_S__k141_312727||full",0.00114346981654428,16,12,24,0.0318980288616093
"T88_S_k141_1156066||full",0.00300543183192088,12,12,24,0.0490444918765397
"T88_S_k141_386206||full",0.00143879233478458,12,12,24,0.0349083316051522
"T4_S__k141_109888||full",0.00257809152338086,8,20,24,0.0450240953098767
"T48_S__k141_236787||full",0.000153042633344328,16,8,24,0.0191512884950881
"T84_S__k141_817467||full",4.34020720101887e-05,12,12,24,0.0149793527543917
"T8_S__k141_565750||full",0.000214801716475905,8,16,24,0.0198898996663387
"T84_S__k141_905395||full",0.00236910017970032,16,8,24,0.0437069651438199
"T92_S__k141_629796||full",0.000782974835027647,12,12,24,0.0287567945992524
"T52_S_k141_503585||full",2.51012116805056e-05,16,8,24,0.0139876047649868
"T92_S__k141_682338||full",0.00157379316057089,8,20,24,0.0356647895087166
"T24_S__k141_437160||full",0.00137785637840167,16,8,24,0.0349083316051522
"T96_S__k141_371276||full",0.000814787978763046,24,12,24,0.0287567945992524
"T72_S__k141_124700||full",9.27232332357761e-06,8,16,24,0.00997866830920481
"T84_S__k141_1077821||full",0.00289640800295085,12,12,24,0.0482515468754398
"T64_S__k141_928119||full",0.000640900090033144,8,16,24,0.0263252837660094
"T40_D__k141_1030490||full",0.00071212853743872,16,12,24,0.0275078337386082
"T8_S__k141_46818||full",3.06162985274759e-05,16,8,24,0.0139876047649868
"T104_S__k141_529974||full",0.00198043451364939,8,16,24,0.0395276058629358
"T36_S__k141_458257||full",0.00150271913838303,20,16,24,0.0349083316051522
"T92_S__k141_673403||full",0.00145895893220509,8,16,24,0.0349083316051522
"T88_S_k141_883316||full",0.0019809510908843,12,12,24,0.0395276058629358
"T84_S__k141_751949||full",0.000380536483234223,16,12,24,0.0226395833047506
"T112_S__k141_831138||full",0.000488919114245499,16,12,24,0.0243358535905498
"T88_S_k141_626339||full",0.001897916408914,8,16,24,0.0394135059394885
"T20_S__k141_576661||full",0.000460639832149528,8,16,24,0.0242683243402119
"T12_S__k141_916539||full",0.00204735174488914,16,12,24,0.0403866192674099
"T4_S__k141_1296260||full",0.00234892450508294,8,16,24,0.0437069651438199
"T52_D__k141_78574||full",0.00310005842687983,16,8,24,0.0494560923511894
"T80_S__k141_380409||full",0.000947411391292494,8,16,24,0.0299388585833509
"T12_S__k141_7726||full",0.00156959163794681,12,12,24,0.0356028964133435
"T20_S__k141_860510||full",0.00218570393484707,8,16,24,0.0417881050757103
"T28_S__k141_483390||full",0.000814787978763046,24,12,24,0.0287567945992524
"T36_S__k141_516508||full",0.00121884391119175,12,12,24,0.0327923182951079
"T104_S__k141_511227||full",0.00100776090972419,12,12,24,0.0311845657099828
"T32_S__k141_1057912||full",0.000397827480282446,8,20,24,0.0231841025452687
"T40_D__k141_323890||full",0.00168830439766374,8,16,24,0.0370967356488473
"T100_S__k141_56076||full",0.00209067332898416,16,8,24,0.0406941832701145
"T8_S__k141_24321||full",0.0026918475986769,16,8,24,0.0460957834875117
"T48_S__k141_759637||full",0.0016490633068214,12,12,24,0.0365706331101595
"T36_S__k141_449007||full",0.00296540861021873,20,12,24,0.0490444918765397
"T80_S__k141_250188||full",0.00314758632114179,16,8,24,0.0494560923511894
"T52_S_k141_403316||full",0.000179801599683208,8,16,24,0.0192714701447238
"T76_D__k141_880834||full",0.000269321878962352,16,12,24,0.0206678603286038
