"","T0_S","T4_S","T8_S","T12_S","T16_S","T20_S","T24_S","T28_S","T32_S","T36_S","T40_S","T44_S","T48_S","T52_S","T56_S","T60_S","T64_S","T68_S","T72_S","T76_S","T80_S","T84_S","T88_S","T92_S","T96_S","T100_S","T104_S","T108_S","T112_S"
"Neobacillus",55.2435789148696,58.6175219049425,97.2838499180175,73.8300880118086,107.850744766157,54.0493383171023,62.7733572170247,76.9439011618235,86.1066400867171,77.5976453688461,82.2117380413014,69.374879473533,67.7668831183758,23.1624875975566,82.7187459068716,120.481814314222,79.0572122276342,82.5310983371405,62.6791924839612,120.009118456805,88.9617923443955,105.09303093102,34.8723588090479,100.557342999378,80.6016264385085,102.370303744847,109.505593534956,102.012314184857,70.2882067899227
"Nitrosopelagicus",163.839051715509,182.083259097325,184.030323194546,175.233182933059,177.117515262904,126.137905496262,155.463068575811,144.850887315541,201.845483643377,189.587781064118,182.914996419558,145.627414125768,146.467337054549,56.5853129208211,173.686703297557,179.898989642503,167.57689905441,144.362228317893,170.695744606047,181.188371774161,150.438067414171,165.866982642389,56.2546432503437,107.83319977309,152.768609603679,211.712343880141,193.80237126263,160.586798020566,149.286899095231
"Nonlabens",477.040703234095,484.364334536387,535.836508059328,550.295265843972,670.015630606095,371.734690239498,442.803054786435,354.523169670136,599.391259332067,534.826780352482,434.636747975054,425.647471500424,401.762454510159,147.788336600946,441.111534112347,486.3033906351,422.96957213024,385.017756691263,503.316320010044,608.823190125782,469.064533871002,549.806128803119,181.749085382046,345.904157758245,489.753475777463,862.499397109537,556.631069160623,539.53089796517,490.024554861715
"OM182",478.527287918926,642.040802244858,622.408879295929,656.991729874195,658.659850066934,426.832654162562,576.419405164591,519.276774922036,734.495541302313,650.202672347436,554.383457194297,548.629985701338,484.814065826492,179.806818303325,570.375143585721,571.748615666122,476.984625389961,448.976956013064,587.461317516169,769.521661931273,571.215755405408,698.017326403162,234.149703764846,425.843725607766,463.765239158992,780.746498187248,645.676191813105,730.007367411898,675.47951739641
"PRS1",272.346276653037,304.533836737233,348.420962906634,304.881494986852,347.023717452058,219.261344125519,272.780407018766,219.775538345137,380.275522499674,284.753184371634,265.852601417374,246.106635473519,283.267772241019,79.4663943402267,229.120426154861,293.605460012972,257.171039963394,226.563771399584,278.356289094416,366.380646016759,254.243239948118,322.547582777202,106.13214266219,175.279946744751,247.189210330619,424.831617009243,320.872060972496,327.134885891333,262.297108884551
"Paenalcaligenes",84.3764435750107,135.013425350152,136.643435533721,99.564283158096,102.11173924594,60.8426058418584,81.9247286233423,91.1196901727155,122.705015108624,113.820790319801,97.0221669419104,79.1875818971349,87.4667039499514,24.0297237405981,87.2601661416063,82.151619791355,71.3888406138985,68.8974806051884,95.6676940210755,91.5331332965478,61.8149641947607,72.9796927564481,38.502146343833,56.2277753653158,75.7407020423922,90.9206631721863,99.078169700062,90.7559429741185,81.1259403037586
"Pectobacterium",170.218456345234,165.247124121921,208.344546898973,199.005447618124,215.519252088059,104.437228779524,136.767883527807,155.02799582912,244.170705362456,174.008886546848,146.487870477652,168.358429150799,173.398437226008,54.5799833383108,208.473225007419,249.848076718833,166.059772261181,154.172860870964,158.621124614718,246.318249306841,175.914661083835,164.727189724502,78.686783506071,121.538816772054,225.056608583893,250.486805931835,206.427754899438,210.007384213294,140.609319504066
"Pelagibacter",32938.0670161613,35649.2229386609,39937.3722204446,39333.0826820063,39641.2674389193,26628.8176116977,32023.5042011994,30648.3192427357,44889.2316915991,36445.6653100882,31592.6819300014,30365.5152712106,30909.4790158038,11325.4698334605,33108.1311956818,35975.1288504378,31761.2865346069,27710.4933405397,35156.2538677587,39432.5150927971,29825.8890160062,37307.5792438944,12018.0871497242,23581.4414188836,34939.0287242144,46913.834324759,36712.2308775847,34559.9149046903,30025.0989265926
"Pelagibacter_A",17937.2588661031,19539.3204171539,21938.2555564391,22057.9619764963,21820.686826999,14974.4096193258,17759.9781002872,16777.0362528842,25447.7723488827,20774.465796854,18063.3633563428,17369.7229067937,16862.1783042051,6324.38309562185,18522.494051513,19550.8741795078,17552.6236357659,14807.9579288067,19682.8529077956,21559.175634458,16402.84961816,20429.2417603198,6554.73712726049,11845.9743343037,18237.6851295762,25111.3291650106,19974.223395482,19476.7051271978,16600.3165237272
"Polaribacter",813.443243682762,1020.43614643145,1039.28401263561,1015.50100529645,945.766797050894,802.407998825306,874.237284519285,824.783999404435,976.448327304951,751.961954168645,801.84781214549,736.695242843402,790.93897115699,289.328814387467,792.548028996229,848.280885088101,794.400251563855,656.571416925817,865.148447015611,963.111951848916,743.712950353736,993.594078327326,292.092636135927,539.686374984833,888.866643009409,1131.18901717189,781.767775384515,961.768911042757,790.099709529428
"Porticoccus",0,25.903577543704,0,0,0,109.808050406284,47.5682126204629,84.7971479428425,0,74.1619589231632,87.7553411257681,66.0524728895677,65.5847146234313,30.7741910536151,73.3756114012038,61.443759919371,50.8952153363525,96.5426484451785,44.4367490525185,0,0,36.8200106181779,15.550791016917,95.2210134196132,0,0,0,42.9972944447645,45.147614886558
"Prevotella",595.585588616752,608.653614090911,660.871416530852,653.644526730226,663.40664881452,429.281636482939,569.575805256778,486.561606069071,655.09648259997,576.908933585763,464.971376386799,507.736784803138,540.14490851223,164.419362163894,515.583572944992,650.924998627035,522.560789213809,485.039855122438,583.003534319843,783.151055965499,567.014970940727,628.721606253504,205.364417268716,438.35254732168,653.065662527545,836.084414499461,656.161546442528,708.323508569972,510.748418561651
"Prochlorococcus_A",10131.6481754164,10791.042406674,12070.0409052156,11764.9711222481,11283.7684302892,7606.55368684477,9557.07307125217,8846.95986658005,12293.6931624155,9896.8261939619,8501.34589328,8886.39132802571,8945.33266460764,3255.38838803432,8997.18722919786,10345.9699912749,8671.66298764769,7931.58693682709,9860.6221642761,11728.6658394283,8819.54534005293,10842.5549220011,3484.1015130575,7267.82167663333,10603.5635347013,14189.1269947304,10258.9847004396,10028.9653625527,8896.91946074517
"Prochlorococcus_B",497.278064262061,683.032499790535,680.661083704963,657.637585241156,640.813945815607,506.601751727531,520.871018267133,517.75048677421,637.3149611393,643.661557980799,555.500851169011,555.047534089347,396.878130046793,183.731140133044,535.767082914625,602.568156095417,513.818660581085,439.248470001514,474.406736371118,687.06981251922,512.988135441226,559.796198405784,209.496834663185,378.527355123215,386.210529913181,686.118742376247,646.331715561578,741.425971570536,564.152696688649
"Pseudoalteromonas",1034.86470389135,1153.80952678479,1275.04446613067,1116.63058476732,1194.10631092092,746.441906546866,990.684745683949,942.618954100151,1361.28718114966,1051.41602100969,971.812468212373,887.350596977644,888.689678603193,306.366788087632,977.355406215492,1091.57607807767,934.408254350505,872.990249883136,932.75629645901,1327.83134763336,1039.90708901766,1230.12427531162,414.433960900316,799.898899079035,1052.72449008382,1527.77702856032,1236.89541070394,1276.20001866723,1091.51762801466
"Pseudomonas_E",68.7393123869343,87.0203550188115,103.993287499339,101.068356354237,95.0842996896467,70.8493344624197,91.153632401779,97.4082878144555,110.344575098097,101.24273422661,101.595500373828,88.8843059527201,90.7903940449855,33.1612156231515,90.980458868518,125.20437348503,82.245470871381,95.3196995866889,84.0481462326426,130.430929224185,102.837901090757,102.323410116317,54.1006046567987,67.9686584607206,85.4788902255471,100.800847781693,100.79719887419,124.4575857394,125.619739423923
"Psychroserpens",3456.0592893913,3791.48116719613,4486.26638490191,4262.86076439574,4659.82488497802,2768.38753069204,3584.34539976903,3218.10409400107,4764.4425261059,4054.76170508472,3388.40656318809,3251.80685311831,3169.86865953054,1097.61679766761,3467.64667419292,3920.97364639441,3414.01680935815,2959.17466541317,3572.42563595771,4743.72440398537,3604.16485277978,4552.06942418351,1465.05964799635,2600.26435703248,3803.54746275094,5372.02493042304,4256.17929697337,4346.4904250395,3859.65836482094
"Puniceispirillum",70.7627443007685,107.87833208754,115.935596641701,92.9511058145649,85.2649275997648,66.7441698069886,58.8374871618642,74.0446165422149,90.1706487159317,108.915095969731,85.2370696095196,91.6540797812545,64.1469583069884,43.6049729923218,95.8886336882378,108.836232201058,96.3380898200436,87.0352430554967,59.679851184265,90.1352425918406,61.5196737330992,65.9422360272096,28.5513434309,51.9477706064312,57.3520154623902,86.8526774247784,80.472171821178,109.957406694003,69.7153847559137
"Pusillimonas_A",1817.08379239416,2204.8510610604,2424.99138806667,2250.44820067057,2225.52186211489,1455.07383019498,1885.70016995118,1789.84719132299,2324.21527867859,2019.60822219096,1779.58638848276,1885.82979309506,1692.9842897991,645.246820193603,1938.91753400919,2348.16948447507,1832.85332878241,1686.77370370126,1822.07423364392,2221.73253116428,1765.99086010787,2137.54026432924,871.110403273827,1297.1552892686,2051.03980364231,2456.70636519458,2075.48137565752,2406.80972936975,1926.9200097562
"RDZD01",53.9995783147445,52.9438149416314,67.9448909100374,63.612831735051,67.7102014034764,40.2484357425852,50.2282597175088,47.5553740831475,72.0125234960887,59.8836562773839,49.5584546390282,47.2543425307969,48.4184026254066,17.9441652464304,52.0624018645561,56.6618804729866,52.1147796152401,41.5634942460144,49.0832793638479,71.2646325641918,57.4169874097708,73.278014980369,22.1077788661108,46.942674828675,56.6620719976831,81.1706715158764,61.493090091104,63.609873101271,60.3411674854542
"RFSX01",69.3998653315787,104.587201286493,118.047785709131,93.4423941867993,104.914724698037,63.5841909857494,104.346156995591,94.8246517958539,113.521075982812,94.3228520418125,79.4568646792214,69.3335371432509,69.6542727840882,22.7822671439977,66.2573851156099,61.6982542368695,61.9509927991783,52.4546015566629,89.892206623493,91.9127267462427,79.7508148471314,92.1753343972374,33.5165559630356,61.3390971533967,73.0455120071199,135.759183211847,86.2492352750078,98.0949693571286,76.6193524003585
"RUG163",395.087614092022,505.186113668003,586.916218936608,546.410811358753,511.97616140313,279.061847225268,430.447413568486,367.728496131471,511.667392861342,469.403464238869,387.084575275935,355.388844387439,361.218055287284,127.376822825587,420.364737686751,435.397759367163,322.303500257463,362.755748022314,399.259740729058,486.585253464124,401.09083131198,462.016716997567,137.8562439527,240.059426673675,421.831994517918,599.78374410619,493.101807444456,487.254063494861,411.716981703785
"Rhodoferax",162.98621166981,162.992655282359,225.983979855555,191.70669721527,199.556538211447,102.369697257509,172.213117857486,161.651246232071,198.298025437568,161.677638377943,166.410025558822,140.727912727256,163.936582617969,57.6074828767138,180.956407794195,257.612637540724,171.49126382771,152.005893221043,163.720993707091,249.847183257062,182.613319553327,195.440817896997,132.579260949502,129.025942316643,189.93396138167,291.229071069512,259.845301400934,234.37519965474,210.224857517269
"SAR86A",1311.48705340035,1492.95862223608,1803.46564736681,1738.98730720771,1779.5754310118,1169.31365581516,1421.82914478115,1249.54290546245,1781.75519436634,1464.89239050355,1254.17229981591,1165.23558710019,1286.98435145327,463.116662793353,1345.59165905102,1647.30116092303,1358.33532420711,1134.14833083389,1461.76928997376,1871.6885873243,1534.59671783641,1736.92539526043,579.64137650893,1182.25207630833,1607.42219614235,2227.79254939334,1700.5077172546,1709.0817157532,1396.49314428596
"SCGC-AAA076-P13",730.001030539302,873.69781050117,846.658347796316,849.745848653843,756.182053389788,578.09048022458,590.995630146287,680.167093297105,744.755673311785,681.263621089547,675.364587507515,630.93667083877,559.284572353198,196.139279713835,639.170966374521,734.777473996503,637.010601722168,515.47618745833,703.561501268679,652.642804448096,531.601588988865,636.560218711446,231.572528751815,372.543912905102,716.313110297739,741.459906188675,633.397943725408,684.573265999825,558.19386645257
"SCGC-AAA160-P02",4256.95711898454,4657.21841973021,5386.04306768169,5439.84615042915,5957.56643595672,3493.29000172303,4259.50197438055,4178.58208942782,6609.81836349771,5057.57193905324,4465.59674981239,3958.87301279797,4230.23387146733,1508.60074838336,4579.66481640338,5177.03189545294,4548.30677333243,3796.88159418654,4745.77034295408,5712.82187759876,4191.43618926387,5367.0057958728,1667.8806270988,3192.09899525662,4987.27655803804,6977.07437476466,5281.07812481493,4747.20492206606,4268.46012480156
"SW10",1376.73440677121,1594.09934429246,1695.88046427233,1607.07806378709,1799.41995474908,1086.63167992336,1346.80954836617,1360.63364919728,1914.42639353409,1644.9762472191,1358.88829446847,1358.439032678,1402.74186573172,488.451725691561,1496.13092888757,1705.23888585033,1296.69620041441,1233.12884133899,1469.51467370978,1892.71723288143,1468.1130743183,1668.25052488038,639.525847792798,1030.83445679674,1557.18868892368,2085.8584600467,1821.51400916779,1749.12735873353,1484.13982137736
"SXYR01",44.5092530050166,49.8441907288031,37.588232220027,42.4815130780762,59.7299565425783,82.7847645347436,64.5816097217334,83.0315243991135,48.3038562956009,59.9850001551822,78.7050810859351,65.265448892573,82.3959964636679,30.7511323788202,58.321060269311,95.2479438523282,74.6856365924431,70.3713622296552,57.707469295174,69.7040558899481,40.2209895252027,76.7285403197376,35.0342392545783,117.667991204286,78.2492522791751,59.8820469002223,59.0433151456858,71.8967115203499,87.2632978105671
"Saccharicrinis",68.1792409919332,78.186913534722,62.7218041865457,56.846183514414,52.2988864177063,43.3103183892612,48.8714114263685,57.4953097155519,70.7024132542423,59.8107987876859,60.7657278165465,42.3074272927546,50.4834753569885,19.0415135660749,48.052502709982,66.1521749791894,61.6660775995487,46.285329769533,44.9247954439798,49.4667108628694,49.2234144225221,68.5155733710896,27.2738846987806,48.42466693454,50.740261071762,68.0373475079464,48.4824872980384,73.9528961383275,57.4330645895134
"Salinivibrio",69.2110235011631,69.5352252788464,84.0985260648248,55.2206900741544,74.7170958008771,43.1794776696672,60.5859041263328,60.2222920867126,80.5596635585049,69.1922810835987,52.8991062457217,67.5974543629806,62.5741935107398,21.188127067815,63.0758284311787,97.5844397655091,61.712751617074,50.4686570052216,61.8091860977217,116.955158666293,79.9383441160598,86.5489814266729,40.6508055875257,54.3886689616341,98.4446414657668,103.52812022363,80.6153440348444,78.1273509518366,82.3890209415418
"Sediminibacterium",6607.22325324646,7605.1502368651,8046.82624624923,7459.82995017574,8608.97312868134,5023.10771545983,6855.42223369379,6016.00713761311,8193.8679394062,7397.30002793279,6139.05253488077,6830.83538065411,6018.05526370684,2056.4750629903,6891.2212730207,8266.57517203614,6533.06100311622,5804.66459437902,6439.15281896014,9564.90912932458,7255.22057087557,7799.30715319807,2861.40637845433,5031.81650144778,7235.14198458097,9873.20723393228,8870.95933854125,9116.86070657207,7389.78535295101
"Segetibacter",2405.23654156935,3017.46282206995,3118.67430460309,2824.96275409611,3038.8699628812,2176.60536679476,2539.37461421632,2566.74287513916,3157.97313030118,2836.28281855768,2481.89738245416,2248.38865980766,2254.20233565554,784.809337227415,2582.81591391332,2540.25253449772,2349.32809032711,1988.07305492636,2532.55895078815,2560.95745240679,1995.06865581488,2507.7395744867,879.093425487089,1610.60236587524,2684.2576383973,2707.60368068159,2423.19925072627,2765.92380991626,2248.36054206415
"Serratia",128.203413962982,130.54804938039,145.138452813659,152.331347077259,159.591755855777,93.2299994785182,130.179610244583,117.336021349294,165.52243319224,139.598753875978,122.137811074346,126.687447999331,119.90850780942,43.8981574717455,139.424132871322,170.592353479549,108.529103608255,109.460934011721,137.682387562375,186.95773412035,124.294425874592,139.789153870444,55.8514657270393,88.1527297438996,146.325977657406,179.037082706946,168.551778175608,152.047842504073,120.364146999732
"Sneabacter",267.98246115216,388.148054161505,397.333153587286,375.274764313577,345.222453631499,248.605368878369,353.012953127725,307.547586785852,418.927660354971,350.777903024116,295.213258483992,314.972415576881,275.847257046774,94.5888374177038,319.863948334904,311.814848718555,260.101009552905,238.668336281554,336.538417280081,432.671091341717,267.21102186471,341.037640809646,125.837921719522,192.680380114897,251.897847765261,438.717191381026,371.178854906123,370.522997374251,391.789239260664
"Streptococcus",1145.78928809414,1429.11369326728,1563.09752237873,1478.68943392951,1440.68499535099,1108.47999358942,1295.39304957741,1170.95452406257,1588.00331961988,1392.58101886245,1224.68113150849,1216.6642567521,1177.0558054501,400.539777551239,1338.42009912628,1499.89633772662,1255.91913111629,1039.32149951798,1201.43288371765,1655.4563554299,1272.85820076659,1430.1266771541,504.35228086333,901.847869430944,1197.51435879992,1640.16844942641,1462.94312015571,1580.526129287,1356.02420865476
"Subsaximicrobium",321.614030337638,411.265069683406,488.513383505102,509.827727199245,514.09260680987,316.254737975055,380.279923454146,353.804121499792,439.276846407261,462.991424037655,367.348424260822,320.601988297553,325.37074872856,113.155608443354,376.754394197463,453.536925919337,339.514262472803,271.800194173172,292.117567721217,509.08970776077,361.953061587515,501.532815366395,156.0578690906,234.448874994033,423.578717973436,512.770240092168,490.573874056931,484.067236708538,365.428289946225
"Sulfurovum",263.644495100283,282.429286539145,340.344711148107,289.216120080233,314.082808465468,185.908246861979,264.332970376271,225.326596632395,314.266703309824,280.091423223224,217.886413797933,238.386515967332,231.587092022263,83.7816056238814,235.089246718336,284.536320051936,235.094192107652,204.343595254468,254.837471135343,324.503329789273,255.925486344267,314.093262387618,101.031831920108,182.545785548547,298.202713953744,353.798157608593,289.857468426296,291.189328337247,281.416445613542
"Synechococcus_E",585.874091480149,789.245947004978,848.064684208663,769.010160059303,794.707396676399,547.564951836435,621.003076743752,688.345029882299,761.450733567932,722.412997268133,662.571937343112,696.925880520075,573.278461517514,196.65156908661,631.518522268753,773.98321312273,684.528787851138,581.742103902787,617.094552873626,767.264145455183,590.723994296455,675.236304182129,254.525944487031,417.546469232168,510.894357033586,791.838102907464,761.608583137997,944.241396878627,802.275162022597
"TMED-70",2934.84762831008,3208.84428437192,3430.92397931679,3295.02220997525,3356.14872348743,2324.66737301121,2799.3998166984,2631.86396041441,3787.9202888997,3099.89909525479,2749.46199513894,2594.81937223103,2593.41770444796,954.160686592883,2729.33223389581,2703.62317037058,2623.29782796603,2380.29371551636,2882.81190551343,3493.72827856227,2673.16989033494,3341.20437892309,1085.13542577493,2169.79440714821,2925.53604573551,3970.50692285649,3154.0993421724,3040.13538343371,2831.11649406136
"TMED108",237.585995542229,317.998537956492,373.968127193494,395.507539348701,324.061045525267,287.718988369218,325.207822565438,351.625664436258,257.585951613486,373.679261957889,252.851423848148,183.996667235702,296.528490207921,86.3493240674421,247.56060992607,318.606645159363,275.266655065086,237.883867923679,216.730228732358,326.581407320346,227.473498751228,369.850171101069,126.284483168712,156.685186101143,244.427213244863,316.56966887111,401.581740800298,367.599543514929,307.248409300939
"TMED112",4170.06041034086,4723.45967445025,5127.89990890571,4988.33815388123,5084.43056796349,3363.78138317936,3924.26918023403,3830.32670580011,5644.64119936902,4620.47738004911,4151.26404038107,3892.39953275199,3909.81834949437,1367.57684882152,4073.06086316971,4666.14605041125,4287.85172662226,3887.23180651491,4245.23692400081,5297.95637393399,4260.76442037392,4945.02618929756,1683.55629276793,3259.0183237108,4715.72127054908,6238.9663721562,4679.89309490232,4670.89024271783,4256.26656141824
"TMED123",313.591701122018,345.030130926124,389.405384611419,355.794880867481,344.270613383899,308.754102907409,274.662306483441,281.041368025093,333.271369240895,349.834828915484,357.786315433474,346.998003853011,257.502295379928,107.287245007285,276.814700586006,300.662998907021,313.248874426557,251.97444222919,329.486000268142,232.017974651918,267.555497257899,228.899839830226,84.1352270015253,150.5648789998,215.489978391215,242.053830454751,215.858579296724,298.878398529896,234.061828494734
"TMED131",127.822701638134,171.85244723474,184.996741819267,165.199402912741,149.410638179229,107.983920243491,140.630374532524,142.174683162737,148.109296280476,166.31641715351,144.039045204284,139.94966770475,107.046912160671,52.4564831807526,131.109451904048,174.314835865042,132.874316228982,124.994578189533,156.065008020259,153.729852312953,116.014941753356,136.643826822341,37.765870875181,72.777201541836,112.141526094008,174.050004179692,153.504320762672,153.116566003464,149.99174746579
"TMED211",1810.53118323052,2251.93598035365,2487.63099536354,2244.47671037291,2058.69954708367,1610.3180434395,1885.29943201411,1711.74139856961,2297.73082858959,1948.64015604505,1746.65715036369,1848.22079696268,1655.08075133914,608.557544681097,2016.39987162201,2289.8777627735,1984.60381021935,1553.84136244663,2134.57428873147,2050.3290050601,1692.28888004293,1996.69707974724,673.317867804918,1242.35703760547,1971.37138538314,2113.90924743472,1882.25010906831,2322.37902542091,1856.48625109484
"TMED220",260.7302920997,344.767945707014,415.459990573543,375.613897918383,260.82625074479,267.940899728071,355.784682291568,339.570374208666,377.141832847765,338.646496503338,272.388832760651,289.48450009347,331.46438490449,114.836812726688,376.545844245985,293.693189176163,298.628616186589,291.780042304194,330.683119027223,375.68614085732,314.983834706122,425.220377089097,128.601069738741,252.666880028066,259.201709643133,410.97424901819,308.167969747419,445.27436214497,349.20062841473
"TMED25",6302.90686543379,7193.67105216333,7863.38502558071,7730.27380230465,8550.90801610427,5470.59155690226,6069.72695289026,5646.95007354634,9063.42473135629,8004.81160551498,7018.49549498746,6372.03750554957,6226.87836994398,2408.62534524423,6972.01315087587,7816.89038635059,7116.23613927354,6097.87365426073,7373.89880949174,8550.3609471894,6376.72705776455,7682.7360273574,2563.04803872256,4678.93259755035,7183.41953900848,9482.0130337333,7312.11619588064,7406.55351251079,6235.42800857215
"TMED48",1723.08530770486,1868.95211638695,2108.98000658188,2079.67384073889,2078.66815981091,1419.41670925049,1678.67013961079,1626.40522178857,2388.28403107472,1904.64534045102,1632.70181915252,1579.07071825438,1592.9429202066,590.525806006558,1711.47347683686,1764.21236052181,1562.46241597905,1421.94439786406,1983.66990770851,1914.43359101564,1494.6412516192,1892.82764978122,559.500837893789,1084.92298446122,1700.47635444027,2352.54747245824,1882.6487763465,1714.84762306016,1359.89042737769
"TMED78",601.024487264375,669.166989126804,698.968834679792,754.757275367841,634.624464502685,499.944596171929,649.818601117429,646.245356644847,760.867108924435,647.782028229072,613.44693605973,604.708658296787,562.458029043592,193.618772007604,652.525712495528,634.843091968976,576.077671842906,465.030819536818,700.268141753167,669.840848538208,566.171171820732,736.390676275219,233.82424471973,383.019251683152,588.32340598202,832.757589070069,713.894162464461,702.15862338916,611.113263785936
"Tamlana_A",336.735567847258,377.126783551238,410.479516769927,365.077476398695,459.948709331254,273.084267587438,347.987552971867,350.005294874834,451.58647606437,410.60083683924,360.675010010373,346.720164065016,319.093493946958,110.884436774851,363.858330435092,353.34772430173,328.401004425525,287.783112570918,349.125378500496,459.162085850154,329.547643823494,431.156318254856,152.069180885784,258.743954418452,293.451296243376,515.805418240677,435.029744836439,412.602064608528,391.90653766976
"Tenacibaculum",850.291748956394,963.524432181366,1078.81226332499,973.313023103163,1085.43348837678,712.394828949036,842.437196577382,847.802670226378,1171.76670308214,944.023944722562,808.067488914268,848.846811616633,767.727061363755,276.162239213741,920.212997206941,920.528537097474,835.458686048019,673.788651769943,914.382916020999,1001.95786861353,763.481893415619,1014.4729308353,308.7284319632,674.183730862537,924.308514158853,1038.27426959755,975.17661328966,1032.95088567451,821.417788693155
"UBA10364",1831.38158090337,2225.50873382197,2496.79285357668,2323.5121898847,2222.97378214556,1479.71230610903,1901.78628392388,1729.19907299454,2325.6017911473,1990.89111008537,1746.93063792394,1883.03345881119,1731.7435851521,610.318544453083,1932.69721672672,2119.98401085898,1806.48090396561,1624.45087015342,1926.67560439866,2610.23884363309,1984.15801778143,2419.64302587785,870.328936797589,1687.35151801492,2129.064539604,2602.30868598546,2431.17746434703,2388.30585958835,2099.98666394261
"UBA11654",68.8246935997161,137.567067083829,109.900603237787,57.8060338306666,75.7938626777563,174.624017960275,195.152585092771,163.585959511633,29.229477345352,96.2560578836187,106.429047948804,131.329054111976,165.485133712622,48.2392584317866,87.4383247999133,122.23492335875,127.552209325597,156.298999019513,89.5573477157075,0,0,77.5190098922008,38.56429515133,101.200501109133,41.5577050696148,0,0,106.396107753362,138.720698667931
"UBA1994",151.262293598531,205.250375435962,240.753949641168,185.677028145188,167.334533361613,139.585088125511,199.296890365325,190.31636644689,219.015069341447,199.603019735433,155.177284927926,191.717518569006,151.814307079366,62.4643828301801,193.538096158117,228.297299182007,197.492811358147,196.885223530991,192.397998162181,199.23676363745,151.459730274008,223.570339117731,85.0778075195558,149.695805834461,203.33222110741,250.011551433593,185.594040647524,269.366001332881,235.700807210427
"UBA5868",47.0593563657809,46.4965791154571,79.698905743749,50.5294373002852,57.4197382445728,48.8297977906418,66.7649275122918,83.5383607830567,36.6994113527588,72.2663335862473,57.5663123027903,47.2389239957702,64.0913221995496,20.2672250931521,90.2044210183012,92.9188977305438,58.804132197447,71.0066122833544,0,128.689908290999,83.0995989866713,86.6772013929539,30.3229789581508,73.8442707782022,80.9057022279674,115.613204729256,83.4852240444829,115.7834342574,74.0781671387577
"UBA721",52.169302424349,77.1775237258025,68.9966163010731,65.8117407127904,111.608375162774,70.2294742924791,63.000324049842,60.2496321079927,70.709888713259,85.834392644408,80.4629492849154,73.5108240329074,60.5891120509082,19.1764622530033,59.1854672660039,54.8418754495188,84.7935040787047,45.6286594476063,68.2627646198219,50.7300068447098,37.8391654638645,53.4503966847585,17.2591552233241,46.9743009062158,52.2394366812518,0,43.6986284767507,80.0989681776707,78.9992054735121
"UBA7377",669.583984297713,760.371485137619,857.304378677366,719.617415946799,809.96762444855,719.251533784586,819.654404117973,848.816318948511,735.087043637647,762.49372942873,751.213025023557,775.820018924223,829.750157392007,273.121185260647,774.330922809109,948.369404348886,771.981045490312,730.310614199257,680.246722730948,1031.96746524322,715.524111600942,950.954498115496,399.594854796545,788.261761293362,1021.40153368769,995.327784613732,968.501507924189,1157.90128287055,905.624812210043
"UBA7434",2689.13855352276,2447.62329254107,2862.97034416541,2889.74946344034,3703.73746673683,1924.27366724493,2312.96220929423,2075.87793689619,3302.75569553326,2929.32731050329,2448.22556086054,2516.2819729882,2492.90404743103,841.945858734642,2791.84057185699,4280.72835917967,2630.83833648024,2324.86514238258,2603.88058309961,4055.0201879673,3080.23162185497,3025.10188793164,1244.62363308933,2315.27923641422,3577.28217510561,4460.95519192527,3842.30961781004,3137.58631772173,2623.32361961187
"UBA7446",1134.19527524181,1534.51970236933,1745.72502404475,1710.7228844805,1694.78345673949,1314.25274112212,1347.17282643757,1428.99185711411,1494.30245558431,1687.99222196028,1288.26560771506,1151.17543386208,1366.57717578057,411.123343536181,1364.73595886309,1645.48352934014,1305.83548186027,1112.62088391769,1079.43248209263,1830.49447048006,1255.5658804296,1803.41484889438,566.528438974789,840.752548377404,1294.54041203887,1836.29199714044,1924.11720216577,1782.83096129317,1394.91926529913
"UBA7916",29.8801663453373,42.3111361231429,56.6275997526325,68.0071720868546,56.7862386369438,41.8226821969862,41.6709576439551,36.8398458904477,42.3008927048961,50.4389201784617,54.180302750757,47.608511444463,45.451717271908,17.5441377916183,48.3014189100203,59.8712348675588,45.9737277790646,43.2262709487229,38.2484898419031,41.6511533150898,38.8167664612104,33.8976715653996,19.6546378073131,0,0,38.2749663872219,0,47.3676258951772,34.8619793061843
"UBA8316",107.760460873258,337.665436991082,316.936120955839,350.230714987246,316.9435465477,81.1235106296346,295.319144362314,335.676340828865,97.901650796887,266.547572587297,253.700361308181,101.579160455604,306.085142518676,90.2188053153777,66.735737631675,360.189387127906,345.291726968201,108.982137996369,387.012253529693,424.679093866218,119.560059275305,107.137491773711,149.698095021953,89.3517075379114,319.502207854201,436.433395224856,401.913172052681,384.375438411412,388.980235460836
"UBA8444",165.516961338483,178.33028685958,243.327851158293,217.878863881865,198.913320178199,195.332945897215,212.864904233931,227.994513015629,146.685407275605,249.899340684787,170.485550775844,70.2786254693248,182.553073127207,46.7354293596856,97.4220985913545,221.301315500953,155.447556578034,139.922062460095,101.236889528242,196.627737060245,150.419022118031,200.760990280962,94.5104483285349,120.524305396855,151.698805667796,212.700937767999,257.536852291271,234.266476940594,193.879893629232
